VillageCode,VillageNameEnglish,VillageCode,VillageCensus2011Code,SubdistrictCode,SubDistrictNameEnglish,SubDistrictNameLocal,SubDistrictCensus2011Code,DistrictCode,DistrictNameEnglish,DistrictNameLocal,DistrictCensus2011Code,StateCode,StateNameEnglish,StateNameLocal,stateCensus2011Code,last_updated
44684,Dakerna,,044684,300,Chakrata,,00300,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43016,"Dakhawan Gaon",,043016,293,Ghansali,,00293,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47242,Dal,,047242,6373,Jakhanikhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47678,Dal,,047678,6355,Rikhanikhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54994,Dalauz,,054994,341,Dhari,,00341,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43380,"Dal Dung",,043380,6361,Kirtinagar,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42776,Dalgaon,,042776,6374,Balganga,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48131,Daliboun,,048131,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42748,Dalla,,042748,6374,Balganga,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56944,"Dalla Wala",,056944,355,Laksar,,00355,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48189,"Dal Mal Khalsa",,048189,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45596,Dalmi,,045596,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42260,Dalsingi,,042260,6334,Basukedar,,00000,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53465,Damar,,053465,6368,Lamgada,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49181,Danaula,,049181,6359,Thal,,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53813,"Danda Bisht",,053813,334,Champawat,,00334,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50114,Dandadhar,,050114,319,Gangolihat,,00319,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40323,"Danda Gaon",,040323,280,Rajgarhi,,00280,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46707,"Danda Khil",,046707,6354,Bironkhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45187,"Danda Lakhaur",,045187,304,Dehradun,,00304,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40760,Dandalka,,040760,6366,Joshiyara,,00000,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43190,Dandeli,,043190,294,Devprayag,,00294,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46451,Dang,,046451,6036,Chakisain,Chakisain,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46040,Dang,,046040,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43828,Dang,,043828,6360,Kandisaur,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46648,Dang,,046648,308,Thailisain,,00308,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45907,Dang,,045907,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42274,Dangi,,042274,6334,Basukedar,,00000,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43121,"Dangi Dubar Khet",,043121,294,Devprayag,,00294,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49685,"Dangi Gaon",,049685,318,Berinag,,00318,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45880,Dangu,,045880,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47372,"Dangwal Gaon",,047372,310,Lansdowne,,00310,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52656,Dank,,052656,6341,Bagwalipokhar,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46597,"Dan Kandaie",,046597,308,Thailisain,,00308,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48149,Dantha,,048149,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53968,Dantola,,053968,335,Pati,,00335,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50099,Dantoli,,050099,319,Gangolihat,,00319,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53668,Daraun,,053668,333,Bhanoli,,00333,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49859,Daren,,049859,6336,"Ganai Gangoli",,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44047,Dargi,,044047,297,Tehri,,00297,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53507,Darimi,,053507,332,Jainti,,00332,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50271,"Darim Khola",,050271,320,Pithoragarh,,00320,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48917,Darkot,,048917,315,Munsiari,,00315,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40505,Darmali,,040505,281,Dunda,,00281,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52771,Darmar,,052771,329,Dwarahat,,00329,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41677,"Darmola Chak Dungri",,041677,288,Tharali,,00288,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49589,Darmoli,,049589,6359,Thal,,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42415,Darmwari,,042415,291,Rudraprayag,,00291,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40420,Darsaun,,040420,6405,Barnigad,Barnigad,00000,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51430,Darshani,,051430,324,Garud,,00324,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40759,Dasda,,040759,6366,Joshiyara,,00000,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52870,Dashoun,,052870,6338,Dhaulchhina,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43599,Dasoli,,043599,296,"Jakhani Dhar",,00296,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44858,Datanu,,044858,302,Kalsi,,00302,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42226,Daula,,042226,290,Ukhimath,,00290,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52760,"Daularh Gunth",,052760,329,Dwarahat,,00329,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55289,"Dauli Range",,055289,342,Haldwani,,00342,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56052,Daunkpuri,,056052,350,Gadarpur,,00350,56,"Udham Singh Nagar","UDHAM SINGH NAGAR",067,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47107,Dauri,,047107,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56368,"Dayapur Dayalpur (A.H.)",,056368,6022,Bhagwanpur,,00000,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55396,"Dayarampur Tanda",,055396,343,Ramnagar,,00343,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53995,Dechmar,,053995,335,Pati,,00335,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
943842,Dehrakhas,देहराखास,000000,304,Dehradun,,00304,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51846,Denura,,051846,325,Bhikiasain,,00325,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50454,Deodar,,050454,320,Pithoragarh,,00320,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45471,Deusal,,045471,306,Srinagar,,00306,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46918,"Deval Dhar",,046918,309,Dhoomakot,,00309,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53467,Devali,,053467,332,Jainti,,00332,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43919,"Devari Malli",,043919,297,Tehri,,00297,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44795,"Devdhar Range",,044795,301,Tyuni,,00301,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45482,"Dev Garh",,045482,306,Srinagar,,00306,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42323,Devimanda,,042323,291,Rudraprayag,,00291,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55520,Devirampur,,055520,344,Kaladhungi,,00344,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54145,"Devli Maphi",,054145,6377,Barakot,,00000,48,Champawat,"CHAMPAWAT                                         ",065,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42501,Devnagar,Devnagar,042501,291,Rudraprayag,,00291,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42021,Devpuri,,042021,289,Gairsain,,00289,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55273,"Devpur Sanwal",,055273,342,Haldwani,,00342,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48234,"Devradi Talli",,048234,312,"Chaubatta Khal",,00312,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49909,"Devrari Bora",,049909,6336,"Ganai Gangoli",,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40278,"Devta Range",,040278,279,Mori,,00279,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49443,Dewal,,049443,317,Didihat,,00317,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45633,Dewal,,045633,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46142,Dewal,,046142,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50794,"Dewal Bichharal",,050794,322,Kanda,,00322,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55177,"Dewalchaur Bandobasti",,055177,342,Haldwani,,00342,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51158,Dewaldhar,,051158,323,Bageshwar,,00323,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41318,"Dewal Garasari",,041318,287,Karnaprayag,,00287,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44457,Dewali,,044457,299,"Narendra Nagar",,00299,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49185,Dewali,,049185,6359,Thal,,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48269,"Dewan Ka Bunga",,048269,6354,Bironkhal,,00000,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40951,"Dewar Khandora",,040951,285,Chamoli,,00285,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42875,Dewat,,042875,293,Ghansali,,00293,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55215,"Dewla Talla Pajaya",,055215,342,Haldwani,,00342,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51848,Deyoli,,051848,325,Bhikiasain,,00325,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56803,"Dhadheki Dhana Majamidpur Must",,056803,355,Laksar,,00355,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47804,Dhadoli,,047804,311,Satpuli,,00311,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44495,Dhaigala,,044495,6372,Gaja,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52135,Dhairagaon,,052135,327,Sult,,00327,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45009,Dhalani,,045009,303,"Vikas Nagar",,00303,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45541,Dhamak,,045541,306,Srinagar,,00306,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
916273,"Dhamand Gaon","Dhamand Gaon",000000,310,Lansdowne,,00310,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49038,"Dhami Phalyari",,049038,6357,Tejam,,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52674,Dhamoli,,052674,6341,Bagwalipokhar,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56731,"Dhamoli Urf Khair Wala",,056731,354,Hardwar,,00354,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40134,Dhampur,,040134,278,Puraula,,00278,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45655,Dhamund,,045655,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41319,"Dhanai Laga",,041319,287,Karnaprayag,,00287,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46168,"Dhanaun Talla",,046168,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45387,Dhanchanda,,045387,306,Srinagar,,00306,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44293,"Dhan Chula",,044293,298,Dhanaulti,,00298,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47282,Dhandari,,047282,310,Lansdowne,,00310,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56638,"Dhandera (Ct)",,056638,6352,Narsan,,00000,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56460,"Dhandhedi Khwazgipur",,056460,353,Roorkee,,00353,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
945248,"Dhanga Rautela","ढ़ागा रौतेला",000000,323,Bageshwar,,00323,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43431,"Dhangar Gaon",,043431,295,Pratapnagar,,00295,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47441,Dhangli,,047441,310,Lansdowne,,00310,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42071,Dhani,,042071,290,Ukhimath,,00290,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54588,"Dhania Khan Talla",,054588,338,"Kosya Kutauli",,00338,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54488,Dhaniakote,,054488,338,"Kosya Kutauli",,00338,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
54709,Dhanik,,054709,340,Nainital,,00340,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52867,Dhaniyan,,052867,6338,Dhaulchhina,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42698,Dhankuri,,042698,292,Jakholi*,,00292,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
51718,"Dhanoli Malli",,051718,325,Bhikiasain,,00325,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
44967,Dhanpau,,044967,302,Kalsi,,00302,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55485,Dhanpur,,055485,344,Kaladhungi,,00344,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41428,Dhansari,,041428,287,Karnaprayag,,00287,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52754,Dhanyari,,052754,329,Dwarahat,,00329,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49928,Dhapna,,049928,6336,"Ganai Gangoli",,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50762,Dhapolasera,,050762,322,Kanda,,00322,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50727,Dhapoli,,050727,322,Kanda,,00322,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50845,"Dharamgarh Range",,050845,322,Kanda,,00322,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
55341,"Dharampur Dhankhola",,055341,343,Ramnagar,,00343,51,Nainital,"NAINITAL                                          ",066,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50216,"Dhara Pani",,050216,320,Pithoragarh,,00320,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40600,"Dharasu Range",,040600,281,Dunda,,00281,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40706,"Dharasu Range (P-2)",,040706,282,"Chinyali Saur",,00282,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
48416,"Dhar Gaon",,048416,313,Kotdwara,,00313,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42984,"Dhar Gaon Mayali",,042984,293,Ghansali,,00293,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46302,"Dhar Garhi",,046302,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50979,Dhari,,050979,323,Bageshwar,,00323,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
50812,Dhari,,050812,322,Kanda,,00322,46,Bageshwar,"BAGESHWAR                                         ",063,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49851,"Dhari Dhumala Kote",,049851,6336,"Ganai Gangoli",,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
40525,Dharkot,,040525,281,Dunda,,00281,57,Uttarkashi,"UTTAR KASHI                                       ",056,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
52255,Dharkot,,052255,6339,Machhor,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42500,Dharkot,,042500,291,Rudraprayag,,00291,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41024,Dharkot,,041024,6344,Nandprayag,,00000,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41464,Dharkot,,041464,287,Karnaprayag,,00287,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46060,"Dhar Kot",,046060,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
46401,"Dhar Kot",,046401,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45021,Dharmawala,,045021,303,"Vikas Nagar",,00303,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49968,Dharmoli,,049968,6336,"Ganai Gangoli",,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
939931,Dharmoli,धरमोली,000000,6336,"Ganai Gangoli",,00000,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56904,Dharmupur,,056904,355,Laksar,,00355,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43772,Dharogi,,043772,6360,Kandisaur,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43300,"Dhar Payakoti",,043300,6361,Kirtinagar,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43945,"Dharsal Gaon Lagga Dikhol Gaon",,043945,297,Tehri,,00297,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45006,"Dhartawala Khalsa",,045006,303,"Vikas Nagar",,00303,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42514,Dhartoli,,042514,291,Rudraprayag,,00291,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
42073,"Dharwal Gaon",,042073,290,Ukhimath,,00290,54,Rudraprayag,रूद्रप्रयाग,058,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
41624,Dharwaram,,041624,288,Tharali,,00288,47,Chamoli,"CHAMOLI                                           ",057,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45811,"Dhasan Gaon",,045811,307,Pauri,,00307,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
43260,Dhaulagi,,043260,6361,Kirtinagar,,00000,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
45073,Dhaulas,,045073,303,"Vikas Nagar",,00303,49,Dehradun,"DEHRADUN                                          ",060,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
49457,Dhaulkot,,049457,317,Didihat,,00317,53,Pithoragarh,"PITHORAGARH                                       ",062,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
53210,Dhaura,,053210,6368,Lamgada,,00000,45,Almora,"ALMORA                                            ",064,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
47482,"Dhaur Lagga Sendhi",,047482,310,Lansdowne,,00310,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
56367,"Dheer Mazra (A.H.)",,056367,6022,Bhagwanpur,,00000,50,Haridwar,"HARIDWAR                                          ",068,5,Uttarakhand,UTTARAKHAND,05,21-04-2026
